diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	NofGenes	NofPmids
C0005899	Body Rocking	phenotype	F03	Individual Behavior	3	3
C0005904	Body Temperature Changes	phenotype	C23	Sign or Symptom	6	3
C0005910	Body Weight	phenotype	C23	Organism Attribute	57	13
C0005911	Body Weight Changes	phenotype	C23	Finding	1	1
C0005937	Bone Cysts	disease	C04;C05	Anatomical Abnormality	35	19
C0005938	Bone Density	phenotype		Clinical Attribute	138	24
C0005940	Bone Diseases	group	C05	Disease or Syndrome	317	433
C0005941	Bone Diseases, Developmental	group	C05	Disease or Syndrome	82	89
C0005942	Bone Diseases, Endocrine	group	C05;C19	Disease or Syndrome	2	1
C0005944	Metabolic Bone Disorder	group	C18;C05	Disease or Syndrome	66	60
C0005956	Bone Marrow Diseases	group	C15	Disease or Syndrome	84	69
C0005967	Bone neoplasms	group	C04;C05	Neoplastic Process	151	150
C0005974	Bone Resorption	phenotype	C05	Organ or Tissue Function	10	12
C0006008	Border Disease	disease	C01;C22	Disease or Syndrome	2	1
C0006009	Borderline intellectual disability	disease	C23;C10;F03;F01	Mental or Behavioral Dysfunction	16	8
C0006012	Borderline Personality Disorder	disease	F03	Mental or Behavioral Dysfunction	221	207
C0006015	Bordetella Infections	group	C01	Disease or Syndrome	1	1
C0006023	Borna Disease	disease	C01;C22	Disease or Syndrome	26	19
C0006035	Borrelia Infections	group	C01	Disease or Syndrome	6	5
C0006060	Boutonneuse Fever	disease	C01	Disease or Syndrome	13	6
C0006079	Bowen's Disease	disease	C04	Neoplastic Process	60	49
C0006091	Brachial plexus lesion	disease	C10	Disease or Syndrome	2	1
C0006105	Brain Abscess	disease	C01;C10	Disease or Syndrome	14	10
C0006109	Brain Damage, Chronic	disease	C10	Disease or Syndrome	2	1
C0006110	Brain Death	phenotype	C23;C10	Pathologic Function	5	5
C0006111	Brain Diseases	group	C10	Disease or Syndrome	345	347
C0006112	Brain Diseases, Metabolic	group	C18;C10	Disease or Syndrome	4	6
C0006114	Cerebral Edema	phenotype	C10	Pathologic Function	26	8
C0006118	Brain Neoplasms	group	C04;C10	Neoplastic Process	1018	1474
C0006131	Branchioma	disease	C04	Congenital Abnormality	10	5
C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	6941	33483
C0006144	Breast Cyst	disease	C04;C17	Acquired Abnormality	9	6
C0006145	Breast Diseases	group	C17	Disease or Syndrome	73	60
C0006157	Breech Presentation	phenotype	C13	Pathologic Function	30	0
C0006160	Brenner Tumor	disease	C04;C13;C19	Neoplastic Process	14	9
C0006261	Bronchial Diseases	group	C08	Disease or Syndrome	6	3
C0006262	Bronchial Fistula	disease	C23;C08	Anatomical Abnormality	1	1
C0006264	Bronchial Neoplasms	group	C04;C08	Neoplastic Process	1	1
C0006266	Bronchospasm	disease	C08	Disease or Syndrome	29	12
C0006267	Bronchiectasis	disease	C08	Disease or Syndrome	190	156
C0006271	Bronchiolitis	disease	C01;C08	Disease or Syndrome	118	127
C0006272	Bronchiolitis Obliterans	disease	C08	Disease or Syndrome	93	97
C0006274	Bronchiolitis, Viral	disease	C01;C08	Disease or Syndrome	16	10
C0006277	Bronchitis	disease	C01;C08	Disease or Syndrome	58	49
C0006281	Congenital bronchogenic cyst	disease	C16;C04;C08	Congenital Abnormality	4	0
C0006285	Bronchopneumonia	disease	C01;C08	Disease or Syndrome	9	6
C0006287	Bronchopulmonary Dysplasia	disease	C16;C08	Disease or Syndrome	423	396
C0006288	Bronchopulmonary Sequestration	disease	C16;C08	Congenital Abnormality	6	4
C0006309	Brucellosis	disease	C01	Disease or Syndrome	92	118
C0006325	Bruxism	phenotype	C07	Mental or Behavioral Dysfunction	24	3
C0006370	Bulimia	disease	C23	Mental or Behavioral Dysfunction	76	89
C0006384	Bundle-Branch Block	disease	C23;C14	Disease or Syndrome	12	1
C0006386	Bunion	disease	C05	Acquired Abnormality	1	1
C0006413	Burkitt Lymphoma	disease	C04;C01;C20;C15	Neoplastic Process	556	853
C0006430	Burning Mouth Syndrome	disease	C07	Disease or Syndrome	26	23
C0006444	Bursitis	disease	C05	Disease or Syndrome	12	4
C0006542	Byssinosis	disease	C08;C24	Disease or Syndrome	1	2
C0006625	Cachexia	phenotype	C23	Sign or Symptom	273	290
C0006635	Cadmium poisoning	disease	C25	Injury or Poisoning	8	7
C0006663	Calcinosis	phenotype	C18	Pathologic Function	52	23
C0006664	Calcinosis cutis	disease	C18	Disease or Syndrome	7	3
C0006666	Calciphylaxis	disease	C18	Disease or Syndrome	10	7
C0006705	Calcium Metabolism Disorders	group	C18	Disease or Syndrome	5	10
C0006818	Campylobacter infection	disease	C01	Disease or Syndrome	5	3
C0006826	Malignant Neoplasms	group	C04	Neoplastic Process	8621	61580
C0006840	Candidiasis	disease	C01	Disease or Syndrome	95	97
C0006845	Candidiasis, Chronic Mucocutaneous	disease	C01;C17	Disease or Syndrome	31	89
C0006846	Cutaneous Candidiasis	disease	C01;C17	Disease or Syndrome	9	5
C0006848	Mucocutaneous candidiasis	disease	C01;C17	Disease or Syndrome	15	18
C0006849	Oral candidiasis	disease	C01;C07	Disease or Syndrome	58	40
C0006852	Candidiasis of vagina	disease	C13;C01	Disease or Syndrome	20	7
C0006868	Cannabis Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	19	13
C0006870	Cannabis Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	40	35
C0006897	Capillariasis	disease	C01	Disease or Syndrome	1	1
C0006902	Capillaritis	disease	C23;C15;C14	Disease or Syndrome	3	3
C0006905	Capillary Fragility	disease		Disease or Syndrome	2	1
C0006915	Caplan Syndrome	disease	C17;C05;C08;C24	Disease or Syndrome	1	1
C0007001	Carbohydrate Metabolism, Inborn Errors	group	C16;C18	Disease or Syndrome	1	2
C0007020	Carbon Monoxide Poisoning	disease	C25	Injury or Poisoning	4	6
C0007093	Carcinoid Heart Disease	disease	C04;C14	Disease or Syndrome	2	4
C0007095	Carcinoid Tumor	phenotype	C04	Neoplastic Process	267	299
C0007097	Carcinoma	group	C04	Neoplastic Process	2462	6420
C0007102	Malignant tumor of colon	disease	C06;C04	Neoplastic Process	2969	5739
C0007103	Malignant neoplasm of endometrium	disease	C04;C13	Neoplastic Process	1235	1805
C0007104	Female Breast Carcinoma	disease	C04;C17	Neoplastic Process	71	114
C0007107	Malignant neoplasm of larynx	disease	C04;C08;C09	Neoplastic Process	349	315
C0007112	Adenocarcinoma of prostate	disease	C04;C12	Neoplastic Process	342	348
C0007113	Rectal Carcinoma	disease	C06;C04	Neoplastic Process	472	619
C0007114	Malignant neoplasm of skin	disease	C04;C17	Neoplastic Process	508	637
C0007115	Malignant neoplasm of thyroid	disease	C04;C19	Neoplastic Process	949	1404
C0007117	Basal cell carcinoma	disease	C04	Neoplastic Process	108	71
C0007118	Carcinoma, Basosquamous	disease	C04	Neoplastic Process	7	6
C0007120	Bronchioloalveolar Adenocarcinoma	disease	C04	Neoplastic Process	136	118
C0007121	Bronchogenic Carcinoma	disease	C04;C08	Neoplastic Process	47	32
C0007124	Noninfiltrating Intraductal Carcinoma	disease	C04	Neoplastic Process	486	581
C0007125	Carcinoma, Ehrlich Tumor	disease	C04	Neoplastic Process; Experimental Model of Disease	30	14
C0007129	Merkel cell carcinoma	disease	C04;C01	Neoplastic Process	226	213
C0007130	Mucinous Adenocarcinoma	disease	C04	Neoplastic Process	159	192
C0007131	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	3926	13910
C0007133	Carcinoma, Papillary	disease	C04	Neoplastic Process	225	308
C0007134	Renal Cell Carcinoma	disease	C04;C13;C12	Neoplastic Process	2084	3506
C0007135	Adenocarcinoma, Scirrhous	disease	C04	Neoplastic Process	7	5
C0007137	Squamous cell carcinoma	disease	C04	Neoplastic Process	2507	5700
C0007138	Carcinoma, Transitional Cell	disease	C04	Neoplastic Process	623	837
C0007140	Carcinosarcoma	disease	C04	Neoplastic Process	94	99
C0007166	Low Cardiac Output	phenotype	C23;C14	Finding	1	1
C0007177	Cardiac Tamponade	disease	C14	Disease or Syndrome	8	8
C0007192	Cardiomyopathy, Alcoholic	disease	C25;C14	Disease or Syndrome	30	19
C0007193	Cardiomyopathy, Dilated	group	C14	Disease or Syndrome	512	964
C0007194	Hypertrophic Cardiomyopathy	disease	C14	Disease or Syndrome	560	1434
C0007196	Restrictive cardiomyopathy	disease	C14	Disease or Syndrome	41	68
C0007222	Cardiovascular Diseases	group	C14	Disease or Syndrome	1756	5260
C0007273	Carotid Artery Diseases	group	C10;C14	Disease or Syndrome	69	70
C0007274	Carotid Artery Thrombosis	disease	C10;C14	Disease or Syndrome	30	22
C0007279	Carotid Body Paraganglioma	disease	C04	Neoplastic Process	7	16
C0007282	Carotid Stenosis	disease	C10;C14	Disease or Syndrome	135	127
C0007286	Carpal Tunnel Syndrome	disease	C10;C26	Disease or Syndrome	87	67
C0007302	Cartilage Diseases	group	C17;C05	Disease or Syndrome	23	22
C0007361	Cat-Scratch Disease	disease	C01;C15	Disease or Syndrome	11	10
C0007370	Catalepsy	disease	C23;C10	Mental or Behavioral Dysfunction	43	49
C0007384	Cataplexy	disease	C10;F03	Disease or Syndrome	36	73
C0007397	Catastrophic Illness	disease	C23	Disease or Syndrome	1	1
C0007398	Catatonia	disease	C23;C10;F01	Mental or Behavioral Dysfunction	14	14
C0007462	Causalgia	disease	C10	Disease or Syndrome	1	1
C0007528	Cecal Neoplasms	group	C06;C04	Neoplastic Process	5	1
C0007570	Celiac Disease	disease	C06;C18	Disease or Syndrome	527	809
C0007621	Neoplastic Cell Transformation	phenotype	C23;C04	Neoplastic Process	143	97
C0007642	Cellulitis	phenotype	C23;C01;C17	Pathologic Function	38	2
C0007645	Cellulitis and abscess NOS (disorder)	disease	C01;C17	Disease or Syndrome	1	1
C0007659	Cementoma	disease	C04	Neoplastic Process	5	2
C0007682	CNS disorder	group	C10	Disease or Syndrome	319	350
C0007684	Central Nervous System Infection	group	C01;C10	Disease or Syndrome	44	55
C0007688	Central Retinal Artery Occlusion	disease	C11;C14	Disease or Syndrome	7	5
C0007722	Cephalhematoma due to birth trauma	phenotype	C23;C16;C10;C26	Disease or Syndrome	7	0
C0007758	Cerebellar Ataxia	phenotype	C23;C10	Disease or Syndrome	441	897
C0007760	Cerebellar Diseases	group	C10	Disease or Syndrome	66	80
C0007761	Myoclonic Cerebellar Dyssynergia	disease	C16;C10	Disease or Syndrome	1	1
C0007762	Cerebellar Neoplasms	group	C04;C10	Neoplastic Process	12	12
C0007766	Intracranial Aneurysm	disease	C10;C14	Disease or Syndrome	311	271
C0007771	Intracranial Arteriosclerosis	disease	C10;C14	Disease or Syndrome	2	2
C0007772	Intracranial Arteriovenous Malformation	disease	C16;C10;C14	Congenital Abnormality	11	3
C0007773	Cerebral arteritis	disease	C20;C10;C14	Disease or Syndrome	1	1
C0007775	Cerebral Atherosclerosis	disease	C10;C14	Disease or Syndrome	11	8
C0007780	Cerebral Embolism	disease	C10;C14	Disease or Syndrome	7	4
C0007781	Intracranial Embolism and Thrombosis	disease	C10;C14	Disease or Syndrome	2	3
C0007785	Cerebral Infarction	disease	C23;C10;C14	Disease or Syndrome	687	974
C0007786	Brain Ischemia	disease	C10;C14	Disease or Syndrome	358	382
C0007787	Transient Ischemic Attack	disease	C10;C14	Disease or Syndrome	344	325
C0007789	Cerebral Palsy	disease	C10	Disease or Syndrome	241	199
C0007795	Diffuse Cerebral Sclerosis of Schilder	disease	C20;C10	Disease or Syndrome	4	13
C0007815	Cerebrospinal Fluid Rhinorrhea	phenotype	C23;C10;C26	Disease or Syndrome	3	4
C0007820	Cerebrovascular Disorders	group	C10;C14	Disease or Syndrome	233	366
C0007847	Malignant tumor of cervix	disease	C04;C13	Neoplastic Process	1718	2589
C0007852	Cervical Migraine Syndrome	disease	C10	Disease or Syndrome	9	7
C0007855	Cervical polyp	disease	C23;C04;C13	Neoplastic Process	3	2
C0007859	Neck Pain	phenotype	C23	Sign or Symptom	29	29
C0007860	Uterine Cervicitis	disease	C13	Disease or Syndrome	22	20
C0007862	Cervico-Brachial Neuralgia	disease	C10	Disease or Syndrome	1	1
C0007867	Cervix Diseases	group	C13	Disease or Syndrome	43	35
C0007868	Cervical dysplasia	disease	C04;C13	Disease or Syndrome	56	52
C0007871	Uterine Cervical Incompetence	phenotype	C13	Pathologic Function	1	0
C0007873	Uterine Cervical Neoplasm	disease	C04;C13	Neoplastic Process	140	100
C0007894	Cestode Infections	group	C01	Disease or Syndrome	8	7
C0007930	Chagas Cardiomyopathy	disease	C01;C14	Disease or Syndrome	37	33
C0007932	Chagas' disease without mention of organ involvement	disease	C01	Disease or Syndrome	5	4
C0007933	Meibomian Cyst	disease	C04;C11	Disease or Syndrome	3	1
C0007939	Syphilitic chancre	phenotype	C01	Sign or Symptom	1	1
C0007947	Chancroids	disease	C13;C01;C12	Disease or Syndrome	3	4
C0007959	Charcot-Marie-Tooth Disease	disease	C16;C10	Disease or Syndrome	208	964
C0007965	Chediak-Higashi Syndrome	disease	C16;C11;C20;C15	Disease or Syndrome	41	71
C0007971	Cheilitis	disease	C07	Disease or Syndrome	17	5
C0008029	Cherubism	disease	C16;C05;C07	Disease or Syndrome	22	43
C0008031	Chest Pain	phenotype	C23	Sign or Symptom	154	84
C0008033	Pleuritic pain	phenotype	C23;C01;C08	Sign or Symptom	3	1
C0008039	Cheyne-Stokes Respiration	phenotype	C23;C08	Sign or Symptom	16	6
C0008043	Chiari-Frommel Syndrome	disease	C13;C17	Disease or Syndrome	9	7
C0008055	Chikungunya Fever	disease	C01	Disease or Syndrome	137	139
C0008058	Chilblains	disease	C26	Disease or Syndrome	12	10
C0008060	child abuse behavior	phenotype		Mental or Behavioral Dysfunction	40	57
C0008062	Child Sexual Abuse	phenotype		Mental or Behavioral Dysfunction	5	3
C0008073	Developmental Disabilities	group	F03	Mental or Behavioral Dysfunction	355	392
C0008074	Child Development Disorders, Pervasive	group	F03	Mental or Behavioral Dysfunction	168	9
C0008149	Chlamydia Infections	group	C13;C01;C12	Disease or Syndrome	88	81
C0008170	Chloramphenicol Resistance	phenotype		Organism Attribute	1	0
C0008272	Asiderotic anemia	disease	C15	Disease or Syndrome	5	3
C0008297	Choanal Atresia	disease	C16;C08;C09	Congenital Abnormality	104	10
C0008298	Polyp in nasopharynx	disease	C23;C08;C07;C09	Neoplastic Process	3	2
C0008301	Choking	phenotype	C08	Pathologic Function	4	3
C0008309	Bile duct adenoma	disease	C04	Neoplastic Process	9	9
C0008311	Cholangitis	disease	C06	Disease or Syndrome	80	53
C0008312	Primary biliary cirrhosis	disease	C23;C06	Disease or Syndrome	478	455
C0008313	Cholangitis, Sclerosing	disease	C06	Disease or Syndrome	188	44
C0008325	Cholecystitis	disease	C06	Disease or Syndrome	55	41
C0008340	Choledochal Cyst	disease	C16;C06;C04	Congenital Abnormality	27	17
C0008350	Cholelithiasis	disease	C06	Disease or Syndrome	252	241
C0008352	Cholemia	disease		Disease or Syndrome	2	1
C0008354	Cholera	disease	C01	Disease or Syndrome	209	169
C0008370	Cholestasis	disease	C06	Disease or Syndrome	420	442
C0008372	Intrahepatic Cholestasis	disease	C06	Disease or Syndrome	54	76
C0008373	Cholesteatoma	disease	C17	Disease or Syndrome	135	86
C0008384	Cholesterol Ester Storage Disease	disease	C16;C18	Disease or Syndrome	3	37
C0008412	Choline Deficiency	disease	C18	Disease or Syndrome	16	12
C0008439	Chondritis	disease	C23;C17;C05	Disease or Syndrome	7	5
C0008441	Chondroblastoma	disease	C04	Neoplastic Process	22	22
C0008445	Chondrodysplasia Punctata	disease	C05	Congenital Abnormality	16	49
C0008449	Congenital anomaly of cartilage	group	C16;C13;C17;C05	Disease or Syndrome	9	7
C0008476	Chondromatosis, Synovial	disease	C05	Neoplastic Process	18	8
C0008479	Chondrosarcoma	disease	C04	Neoplastic Process	385	427
C0008487	Chordoma	disease	C04	Neoplastic Process	140	131
C0008489	Chorea	phenotype	C23;C10	Disease or Syndrome	168	68
C0008493	Hydatidiform Mole, Invasive	disease	C04;C13	Neoplastic Process	10	8
C0008495	Chorioamnionitis	phenotype	C16;C13	Disease or Syndrome	132	133
C0008497	Choriocarcinoma	disease	C04;C13	Neoplastic Process	431	418
C0008513	Chorioretinitis	disease	C11	Disease or Syndrome	11	10
C0008519	Ectopic Tissue	phenotype	C23	Pathologic Function	3	3
C0008521	Choroid Diseases	group	C11	Disease or Syndrome	1	1
C0008522	Choroid Hemorrhage	phenotype	C23;C11	Pathologic Function	1	0
C0008525	Choroideremia	disease	C16;C11	Disease or Syndrome	41	108
C0008526	Choroiditis	disease	C11	Disease or Syndrome	2	2
C0008533	Hemophilia B	disease	C16;C15	Disease or Syndrome	59	492
C0008582	Chromoblastomycosis	disease	C01;C17	Disease or Syndrome	7	6
C0008625	Chromosome Aberrations	group	C23	Cell or Molecular Dysfunction	16	11
C0008626	Congenital chromosomal disease	group	C16	Congenital Abnormality	757	1330
C0008628	Chromosome Deletion	group	C23	Cell or Molecular Dysfunction	2	2
C0008677	Bronchitis, Chronic	disease	C01;C08	Disease or Syndrome	118	65
C0008680	Cryptogenic pulmonary eosinophilia	disease	C08;C15	Disease or Syndrome	3	2
C0008684	Chronic gingivitis	disease	C01;C07	Disease or Syndrome	3	3
C0008690	Chronic anterior uveitis	disease	C23;C11	Disease or Syndrome	2	2
C0008698	Chronic maxillary sinusitis	disease	C01;C08;C09	Disease or Syndrome	1	1
C0008701	Chronic Motor or Vocal Tic Disorder	phenotype	C10;F03	Mental or Behavioral Dysfunction	2	2
C0008707	Chronic osteomyelitis	disease	C01;C05	Disease or Syndrome	21	11
C0008711	Chronic rhinitis	disease	C01;C08;C09	Disease or Syndrome	15	1
C0008728	Eosinophilic granulomatosis with polyangiitis	disease	C20;C15;C14	Disease or Syndrome	38	57
C0008732	Chylous Ascites	disease	C06	Disease or Syndrome	6	5
C0008733	Chylothorax	disease	C08	Disease or Syndrome	23	10
C0008767	Cicatrization	phenotype	C23	Pathologic Function	13	0
C0008780	Ciliary Motility Disorders	group	C16;C08;C09	Disease or Syndrome	59	84
C0008810	Circadian Rhythms	phenotype		Organism Function	45	7
C0008909	Claustrophobia	phenotype	F03	Mental or Behavioral Dysfunction	4	4
C0008924	Cleft upper lip	disease	C16;C07	Congenital Abnormality	255	167
C0008925	Cleft Palate	disease	C16;C05;C07	Congenital Abnormality	611	317
C0008928	Cleidocranial Dysplasia	disease	C16;C05	Disease or Syndrome	52	155
C0009021	Clonorchiasis	disease	C01	Disease or Syndrome	15	15
C0009024	Clonus	phenotype	C23;C10	Sign or Symptom	60	2
C0009075	Melanoma, Cloudman S91	disease	C04	Neoplastic Process; Experimental Model of Disease	7	5
C0009080	Clubbed Fingers	disease	C05	Anatomical Abnormality	88	11
C0009081	Congenital clubfoot	disease	C16;C05	Congenital Abnormality	285	60
C0009084	Cluster A personality disorder	disease	F03	Mental or Behavioral Dysfunction	1	1
C0009086	Cluster B personality disorder	disease	F03	Mental or Behavioral Dysfunction	4	4
C0009087	Cluster C personality disorder	disease	F03	Mental or Behavioral Dysfunction	4	4
C0009088	Cluster Headache	disease	C10	Disease or Syndrome	38	50
C0009090	Cluttering	phenotype	C23;C10	Sign or Symptom	8	7
C0009171	Cocaine Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	144	176
C0009176	Cocaine intoxication	disease	C25;F03	Mental or Behavioral Dysfunction	1	1
C0009178	Cocaine withdrawal	disease	C25;F03	Mental or Behavioral Dysfunction	13	10
C0009186	Coccidioidomycosis	disease	C01	Disease or Syndrome	14	14
C0009187	Coccidiosis	disease	C01	Disease or Syndrome	4	3
C0009197	Cochlear Diseases	group	C09	Disease or Syndrome	6	4
C0009207	Cockayne Syndrome	disease	C16;C18;C05;C10	Disease or Syndrome	85	232
C0009225	Coenuriasis	disease	C01	Disease or Syndrome	2	1
C0009241	Cognition Disorders	group	F03	Mental or Behavioral Dysfunction	607	840
C0009319	Colitis	disease	C06	Disease or Syndrome	1135	1776
C0009324	Ulcerative Colitis	disease	C06	Disease or Syndrome	1458	2199
C0009326	Collagen Diseases	group	C17	Disease or Syndrome	63	72
C0009363	Congenital ocular coloboma (disorder)	disease	C16;C11	Congenital Abnormality	129	115
C0009373	Colonic Diseases	group	C06	Disease or Syndrome	17	9
C0009374	Colonic Diseases, Functional	disease	C06	Disease or Syndrome	2	1
C0009375	Colonic Neoplasms	group	C06;C04	Neoplastic Process	947	1207
C0009376	Colonic Polyps	phenotype	C23	Anatomical Abnormality	69	77
C0009398	Color vision defect	phenotype	C23;C11;C10	Disease or Syndrome	94	15
C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	5473	15769
C0009404	Colorectal Neoplasms	group	C06;C04	Neoplastic Process	1296	2099
